Fatal_Accident_Index,Fatal_Casualty_Type,Fatal_Casualty_Sex,Fatal_Casualty_Age
"20064100B0662",Car_Driver,Female,35
"20064100B0775",Car_Driver,Male,61
"20064100B0791",Pedestrian,Male,40
"20064100B0826",Car_Driver,Male,50
"20064100B0968",Pedestrian,Male,39
"20064100B1006",Car_Driver,Male,76
"20064100B1006",Car_Passenger,Male,77
"20064100C0466",Motor_Cycle_Rider,Male,29
"20064100C0927",Bus_Passenger,Male,93
"20064100C1050",Car_Passenger,Male,19
"20064100C1242",Pedestrian,Female,78
"20064100D0354",Car_Driver,Male,17
"20064100D0704",Pedal Cyclist,Male,49
"20064100D0923",Pedal Cyclist,Male,75
"20064100F4594",Car_Passenger,Male,17
"20064100F5153",Car_Driver,Male,34
"20064100F5153",Car_Passenger,Male,34
"20064100G0509",Car_Driver,Female,21
"20064100G0733",Car_Passenger,Male,16
"20064100J2021",Pedal Cyclist,Male,66
"20064100K0052",Pedestrian,Male,16
"20064100K0145",Motor_Cycle_Rider,Male,32
"20064100K0153",Pedestrian,Male,15
"20064100K0477",Pedestrian,Male,59
"20064100T1155",Motor_Cycle_Rider,Male,37
"20064100T2012",Motor_Cycle_Rider,Male,38
"20064100T2071",Motor_Cycle_Rider,Male,23
"20064100T2108",Car_Driver,Male,39
"20064100T2121",Motor_Cycle_Rider,Male,22
"20064100T3003",Car_Driver,Male,35
"20064100T3056",Pedestrian,Male,28
"20064100T3102",Car_Driver,Male,60
"20064100T3165",Car_Driver,Male,40
"20064100T3174",Car_Driver,Male,61
"20064100T3204",Car_Driver,Male,21
"200642A002301",Pedal Cyclist,Male,14
"200642A004802",Motor_Cycle_Rider,Male,29
"200642A015804",Motor_Cycle_Rider,Male,39
"200642A018104",Motor_Cycle_Passenger,Female,40
"200642A018104",Motor_Cycle_Rider,Male,53
"200642A027406",Motor_Cycle_Rider,Male,22
"200642A029306",Pedal Cyclist,Male,35
"200642A031206",Car_Driver,Male,33
"200642B003401",Pedestrian,Female,23
"200642B003501",Car_Driver,Male,41
"200642B014705",Car_Passenger,Female,51
"200642C007002",Car_Driver,Female,21
"200642C007102",Car_Driver,Male,36
"200642C014403",Motor_Cycle_Rider,Male,18
"200642C022504",Car_Passenger,Male,76
"200642D001501",Car_Driver,Male,85
"200642D010104",Car_Driver,Male,70
"200642E001601",Pedal Cyclist,Male,44
"200642E009303",Pedestrian,Male,32
"200642E014404",Pedestrian,Male,53
"200642E018806",Pedestrian,Male,23
"200642E019206",Motor_Cycle_Rider,Male,31
"200642F001801",Pedestrian,Male,12
"200642F006001",Car_Passenger,Female,8
"200642F006001",Car_Passenger,Female,4
"200642F006001",Car_Passenger,Male,16
"200642F006001",Car_Passenger,Female,16
"200642F007203",Motor_Cycle_Rider,Male,27
"200642F016105",HGV_Driver,Male,48
"200642F022306",Motor_Cycle_Rider,Male,26
"200642F022406",Pedestrian,Male,39
"200642F022506",Car_Driver,Male,50
"200642F022506",Car_Driver,Male,42
"200642G000401",Car_Passenger,Male,17
"200642G007902",Car_Driver,Male,40
"200642G016303",Car_Driver,Male,27
"200642G022404",Van_Driver,Male,42
"200642G026804",Car_Passenger,Male,51
"200642G032105",Car_Driver,Female,95
"200642G035705",Car_Driver,Female,20
"200642G036005",Car_Passenger,Male,20
"200642G037206",Motor_Cycle_Rider,Male,24
"200642G037206",Motor_Cycle_Passenger,Male,23
"200642G039806",Car_Driver,Female,21
"200642G042006",Car_Driver,Male,17
"200642G045206",Car_Passenger,Male,26
"200642G045206",Car_Passenger,Female,25
"200642I033790",Car_Passenger,Male,29
"200642I250807",Pedal Cyclist,Male,38
"200642I255907",Pedestrian,Male,43
"200642I260007",Car_Driver,Male,64
"200642I264307",Motor_Cycle_Rider,Male,34
"200642I265407",Car_Driver,Female,20
"200642I278307",Car_Driver,Male,30
"200642I278307",Car_Passenger,Male,27
"200642I286507",Car_Driver,Female,86
"200642I289307",Car_Driver,Female,46
"200642I299607",Car_Driver,Male,75
"200642I300008",Motor_Cycle_Rider,Male,31
"200642I303608",Car_Driver,Female,29
"200642I312408",Motor_Cycle_Rider,Male,16
"200642I312808",Car_Passenger,Female,18
"200642I312808",Car_Driver,Female,18
"200642I344909",Motor_Cycle_Rider,Male,21
"200642I347308",Car_Driver,Male,46
"200642I353108",Car_Driver,Male,36
"200642I359509",Car_Driver,Male,19
"200642I362409",HGV_Driver,Male,36
"200642I366009",Pedestrian,Male,89
"200642I366409",Car_Driver,Male,27
"200642I370509",Pedestrian,Male,53
"200642I374209",Car_Driver,Male,36
"200642I386509",Motor_Cycle_Rider,Male,49
"200642I390410",Car_Driver,Male,73
"200642I395410",Car_Driver,Male,36
"200642I405810",Motor_Cycle_Rider,Male,23
"200642I406310",Car_Driver,Male,25
"200642I424610",Car_Driver,Male,23
"200642I425210",Car_Driver,Male,41
"200642I425310",Car_Passenger,Male,20
"200642I437610",Pedal Cyclist,Male,56
"200642I448811",Car_Driver,Male,26
"200642I452511",HGV_Passenger,Male,30
"200642I456310",Motor_Cycle_Rider,Male,17
"200642I462011",Pedestrian,Female,15
"200642I475111",Car_Passenger,Female,75
"200642I483011",Car_Passenger,Female,18
"200642I483011",Car_Driver,Male,20
"200642I483111",Car_Driver,Male,76
"200642I486111",Pedestrian,Male,85
"200642I502112",Pedestrian,Male,80
"200642I516412",Pedestrian,Male,75
"200642I516712",Pedestrian,Male,85
"200642I523012",HGV_Driver,Male,59
"200642I527812",Car_Driver,Male,22
"200642I528412",Car_Passenger,Female,17
"200642I541112",Car_Driver,Female,25
"200642J004902",Pedestrian,Female,28
"200642J009803",Car_Driver,Male,39
"200642J009903",Pedestrian,Male,17
"200643N001056",Car_Driver,Male,36
"200643N001076",Car_Driver,Male,54
"200643N002056",Car_Driver,Male,66
"200643N003046",Car_Driver,Female,29
"200643N005116",Car_Driver,Male,19
"200643N041106",Car_Driver,Male,21
"200643N043106",Pedestrian,Male,56
"200643N063016",Car_Driver,Male,18
"200643N063086",Pedestrian,Male,33
"200643N066086",Pedal Cyclist,Male,13
"200643N092036",Pedestrian,Male,45
"200643N137096",Motor_Cycle_Rider,Male,37
"200643N152056",Car_Driver,Female,48
"200643N175086",Other_Vehicle_Occupant,Female,33
"200643N177066",Other_Vehicle_Occupant,Male,78
"200643N178036",HGV_Passenger,Male,39
"200643N184026",Car_Passenger,Female,21
"200643N189106",Car_Driver,Male,18
"200643N189106",Car_Passenger,Female,17
"200643N189106",Car_Passenger,Male,16
"200643N205086",Motor_Cycle_Rider,Male,39
"200643N226096",Car_Driver,Female,27
"200643N229076",Car_Driver,Male,25
"200643N292116",Motor_Cycle_Rider,Male,42
"200643N395026",Car_Driver,Female,48
"200643N418026",Pedestrian,Male,25
"200643P001046",Car_Driver,Male,43
"200643P002126",Car_Passenger,Female,25
"200643P013066",Pedestrian,Male,29
"200643P013116",Car_Driver,Male,21
"200643P017086",Pedestrian,Female,85
"200643P017116",Van_Driver,Male,50
"200643P022016",Car_Driver,Male,20
"200643P041116",Car_Driver,Female,55
"200643P042126",Car_Driver,Female,30
"200643P052036",Car_Driver,Female,21
"200643P053076",Motor_Cycle_Rider,Male,31
"200643P055086",Car_Driver,Female,21
"200643P061026",Car_Driver,Male,55
"200643P067096",Pedestrian,Female,90
"200643P073096",Motor_Cycle_Rider,Female,27
"200643P081066",Motor_Cycle_Rider,Male,33
"200643P084036",Car_Passenger,Male,33
"200643P098046",Car_Driver,Female,85
"200643P100046",Motor_Cycle_Rider,Male,40
"200643P101056",Pedestrian,Male,58
"200643P101076",HGV_Driver,Male,39
"200643P115056",Car_Passenger,Female,56
"200643P146106",Motor_Cycle_Rider,Male,39
"200643P150086",Motor_Cycle_Rider,Male,58
"200643P171026",Car_Passenger,Female,76
"200643P174076",Motor_Cycle_Rider,Male,29
"200643P175036",Motor_Cycle_Rider,Male,25
"200643P175126",Car_Driver,Male,48
"200643P180056",Car_Driver,Female,27
"200643P193046",Car_Passenger,Female,32
"200643P197116",Car_Passenger,Female,74
"200643P199066",HGV_Driver,Male,52
"200643P204056",Car_Driver,Male,27
"200643P208126",Pedestrian,Male,49
"200643P208126",Car_Passenger,Male,14
"200643P213076",Pedestrian,Male,39
"200643P218086",Motor_Cycle_Rider,Male,28
"200643P219086",HGV_Driver,Male,28
"200643P236066",Pedestrian,Male,78
"200643P238046",Pedestrian,Female,92
"200643P242126",Car_Driver,Male,30
"200643P248126",Car_Driver,Male,60
"200643P248126",Car_Driver,Male,62
"200643P256096",Car_Passenger,Male,42
"200643P260066",Car_Driver,Female,23
"200643P270036",Car_Passenger,Male,20
"200643P270086",Motor_Cycle_Rider,Male,26
"200643P271036",Car_Passenger,Female,17
"200643P271036",Car_Driver,Female,17
"200643P280126",Pedestrian,Female,83
"200643P282046",Car_Driver,Male,19
"200643P299126",Van_Driver,Male,39
"200643P300126",HGV_Driver,Male,36
"200643P301066",Motor_Cycle_Rider,Male,26
"200643P304106",Pedestrian,Female,70
"200643P313116",Motor_Cycle_Rider,Male,57
"200643P315116",Pedal Cyclist,Male,20
"200643P323126",Car_Driver,Male,19
"200643P330096",Motor_Cycle_Rider,Male,20
"200643P333096",Pedestrian,Male,37
"200643P343076",Car_Passenger,Female,42
"200643P343076",Car_Passenger,Male,11
"200643P343076",Car_Passenger,Male,16
"200643P343076",Car_Driver,Male,40
"200643P348106",Car_Passenger,Male,38
"200643P354056",Car_Driver,Male,58
"200643P362076",Car_Driver,Female,26
"200643P379056",Pedal Cyclist,Male,52
"200643P402106",Car_Passenger,Male,17
"200643R002096",Car_Passenger,Male,71
"200643R009046",Car_Passenger,Male,22
"200643R043046",Car_Passenger,Male,23
"200643R060116",Pedestrian,Male,80
"200643R136116",Car_Driver,Female,34
"200643R136116",Car_Passenger,Female,73
"200643R148086",Pedestrian,Male,89
"200643R195046",Motor_Cycle_Rider,Male,25
"200643R231056",Car_Passenger,Male,26
"200643R240126",Motor_Cycle_Rider,Male,61
"200643R260126",Pedestrian,Male,56
"200643S001096",Car_Driver,Male,18
"200643S001116",Car_Passenger,Male,9
"200643S001126",Car_Driver,Male,48
"200643S014116",Car_Driver,Male,70
"200643S027076",HGV_Driver,Male,53
"200643S043116",Car_Passenger,Male,66
"200643S046096",Pedestrian,Female,30
"200643S070066",Car_Driver,Female,45
"200643S092076",Car_Passenger,Male,26
"200643S092076",Car_Passenger,Male,20
"200643S098106",Motor_Cycle_Rider,Male,24
"200643S107086",Pedestrian,Male,57
"200643S111116",Car_Driver,Male,22
"200643S113076",Motor_Cycle_Rider,Male,45
"200643W001026",Pedestrian,Male,37
"200643W001076",Car_Driver,Female,61
"200643W001096",Car_Driver,Male,81
"200643W017126",Pedestrian,Female,48
"200643W025026",Car_Driver,Male,32
"200643W053046",Car_Driver,Male,50
"200643W065086",Pedal Cyclist,Male,6
"200643W083046",Car_Driver,Male,36
"200643W102016",Car_Driver,Male,21
"200643W102016",Car_Driver,Female,47
"200643W102026",Car_Passenger,Male,50
"200643W110086",Car_Driver,Female,18
"200643W119126",Car_Passenger,Male,17
"200643W138066",Motor_Cycle_Rider,Male,26
"200643W145046",Motor_Cycle_Rider,Male,17
"200643W184096",Car_Driver,Male,29
"200643W189056",Car_Passenger,Male,18
"200643W217116",Car_Driver,Male,22
"200643W220096",Car_Driver,Male,82
"200643W244026",Car_Passenger,Male,23
"200643W310056",Pedal Cyclist,Male,83
"200643W327076",Motor_Cycle_Rider,Male,32
"200643W444026",Pedestrian,Male,18
"2006440000506",Pedestrian,Male,19
"2006440004742",Car_Driver,Male,72
"2006440032189",Car_Driver,Male,17
"2006440036381",Car_Passenger,Male,24
"2006440038340",Car_Driver,Male,20
"2006440049722",Car_Driver,Male,30
"2006440064467",Motor_Cycle_Rider,Female,79
"2006440064866",Other_Vehicle_Occupant,Male,89
"2006440066453",Car_Driver,Male,33
"2006440069874",Pedal Cyclist,Male,14
"2006440072350",Pedestrian,Male,12
"2006440074929",Motor_Cycle_Rider,Male,25
"2006440077708",Car_Driver,Male,19
"2006440112382",Pedestrian,Male,24
"2006440122296",Car_Driver,Male,24
"2006440122462",Car_Driver,Female,19
"2006440132642",Car_Driver,Male,28
"2006440133389",Car_Driver,Male,86
"2006440143236",Motor_Cycle_Rider,Male,48
"2006440144725",Car_Passenger,Female,75
"2006440144936",Pedal Cyclist,Male,53
"2006440146254",Pedal Cyclist,Female,59
"2006440150889",Motor_Cycle_Rider,Male,38
"2006440154146",Pedestrian,Male,39
"2006440161766",Pedestrian,Male,62
"2006440161819",Pedestrian,Male,16
"2006440177366",Pedestrian,Male,25
"2006440178022",Car_Driver,Male,18
"2006440181585",Car_Driver,Male,24
"2006440189745",Car_Driver,Male,25
"2006440199942",Motor_Cycle_Rider,Male,43
"2006440200917",Car_Driver,Male,18
"2006440224490",Other_Vehicle_Occupant,Male,85
"2006440246790",Car_Driver,Male,53
"2006440269191",Car_Driver,Female,48
"2006440275526",Car_Passenger,Male,83
"2006440281436",Motor_Cycle_Rider,Male,35
"2006440290486",Car_Passenger,Male,24
"2006440290486",Car_Passenger,Male,26
"2006440297847",Motor_Cycle_Rider,Male,40
"2006440299650",Motor_Cycle_Passenger,Female,33
"2006440299650",Motor_Cycle_Rider,Male,25
"2006440302500",Car_Driver,Male,83
"2006440302500",Car_Passenger,Female,82
"2006440321670",Car_Driver,Male,47
"2006440338518",Pedestrian,Male,22
"2006440346612",Car_Driver,Female,20
"2006440354009",Motor_Cycle_Rider,Male,18
"2006440355490",Motor_Cycle_Rider,Male,24
"2006440397744",Car_Driver,Male,18
"2006440397744",Car_Passenger,Male,18
"2006440409456",Motor_Cycle_Rider,Male,64
"2006440413249",Other_Vehicle_Occupant,Female,74
"2006440414948",Pedestrian,Male,32
"2006440419164",Van_Driver,Male,57
"2006440430911",Pedestrian,Male,62
"2006440443712",Pedal Cyclist,Male,32
"2006440455409",Pedestrian,Female,61
"2006440460616",Motor_Cycle_Rider,Male,23
"2006440461248",Pedestrian,Male,41
"2006440462378",Pedestrian,Male,25
"2006440466670",Motor_Cycle_Rider,Male,41
"2006440467807",Van_Driver,Male,27
"2006440485221",Car_Passenger,Female,25
"2006440485343",Car_Driver,Male,38
"2006440495864",Car_Driver,Male,21
"2006440495864",Car_Passenger,Female,18
"2006440496687",Car_Driver,Male,18
"2006440499711",Pedestrian,Male,42
"2006440505403",Pedestrian,Male,87
"2006440516877",Bus_Passenger,Male,73
"2006440526846",Car_Driver,Male,86
"200645EL81634",Pedestrian,Female,86
"200645EL85278",Pedal Cyclist,Male,37
"200645EL86872",Car_Driver,Male,83
"200645EL86872",Car_Passenger,Female,83
"200645EL86872",Car_Driver,Male,79
"200645EL96246",Van_Driver,Male,63
"200645EP83038",Car_Driver,Male,86
"200645EP83038",Car_Passenger,Female,83
"200645EP86740",Motor_Cycle_Rider,Male,40
"200645EP90218",Motor_Cycle_Rider,Male,47
"200645EP91065",Pedal Cyclist,Female,17
"200645EP95034",Car_Driver,Male,56
"200645GU79016",Pedestrian,Male,51
"200645GU88113",Pedal Cyclist,Male,25
"200645GU92559",Car_Driver,Male,82
"200645GU96155",Car_Passenger,Male,22
"200645MO83972",Car_Driver,Male,32
"200645MO87085",Motor_Cycle_Rider,Male,39
"200645MO92053",Car_Driver,Male,71
"200645RE83444",Car_Passenger,Female,83
"200645RE83444",Car_Driver,Female,78
"200645RE83444",Car_Passenger,Female,83
"200645RE86461",Car_Passenger,Male,20
"200645RE86461",Car_Passenger,Male,45
"200645RE87833",Motor_Cycle_Rider,Male,34
"200645RE90150",Motor_Cycle_Rider,Male,17
"200645RE91678",Motor_Cycle_Rider,Male,43
"200645RE95876",Pedal Cyclist,Male,47
"200645RU83696",Car_Driver,Male,85
"200645RU88849",Pedestrian,Female,71
"200645RU89288",Motor_Cycle_Rider,Female,41
"200645SP81146",Pedestrian,Male,33
"200645SP81468",Pedestrian,Female,59
"200645SP84522",Pedal Cyclist,Male,13
"200645SP95668",Car_Driver,Male,17
"200645SU89614",Car_Driver,Male,64
"200645SU92654",Car_Passenger,Male,35
"200645SU96421",Pedal Cyclist,Male,32
"200645SU96451",Pedestrian,Male,73
"200645TA80877",Motor_Cycle_Rider,Male,29
"200645TA81289",Car_Driver,Male,24
"200645TA82168",Motor_Cycle_Passenger,Male,22
"200645TA94668",Motor_Cycle_Rider,Male,34
"200645TA95455",Car_Passenger,Female,69
"200645WA82490",Pedestrian,Male,81
"200645WA85691",Car_Passenger,Female,16
"200645WA89537",Car_Driver,Male,37
"200645WO82169",Pedestrian,Female,78
"200645WO82259",Car_Passenger,Male,20
"200645WO84700",Car_Driver,Male,59
"200645WO88868",Motor_Cycle_Rider,Male,26
"200645WO91268",Motor_Cycle_Rider,Male,20
"2006460027928",Motor_Cycle_Rider,Male,58
"2006460028097",Motor_Cycle_Rider,Male,19
"2006460120487",Car_Passenger,Female,23
"2006460120507",Car_Passenger,Male,19
"2006460120525",Car_Driver,Male,41
"2006460121552",Pedestrian,Female,34
"2006460121557",HGV_Driver,Male,30
"2006460121573",Motor_Cycle_Rider,Male,46
"2006460121666",Car_Driver,Male,58
"2006460121676",Pedestrian,Female,80
"2006460121888",Car_Driver,Male,17
"2006460121991",Car_Driver,Male,20
"2006460122421",Car_Driver,Female,41
"2006460122921",Pedestrian,Male,16
"2006460122926",Car_Passenger,Male,16
"2006460122926",Car_Passenger,Male,16
"2006460123276",Car_Passenger,Male,26
"2006460123577",Car_Driver,Male,20
"2006460123611",Car_Driver,Male,51
"2006460124072",Car_Driver,Female,50
"2006460124103",Motor_Cycle_Rider,Male,21
"2006460124837",Car_Driver,Male,35
"2006460124932",Pedal Cyclist,Male,35
"2006460124964",Car_Driver,Male,37
"2006460125159",Car_Driver,Male,22
"2006460125188",Van_Driver,Male,36
"2006460125421",Motor_Cycle_Rider,Female,30
"2006460125484",Pedal Cyclist,Male,72
"2006460125697",Motor_Cycle_Rider,Male,57
"2006460125697",Motor_Cycle_Passenger,Female,Not_Reported
"2006460125870",Car_Passenger,Male,24
"2006460126111",Pedestrian,Male,55
"2006460126170",Car_Passenger,Female,19
"2006460126500",Car_Passenger,Female,16
"2006460126697",Car_Passenger,Female,66
"2006460126786",Motor_Cycle_Rider,Male,18
"2006460127017",Pedal Cyclist,Male,61
"2006460127098",Car_Driver,Male,30
"2006460127149",Car_Driver,Female,56
"2006460127149",Car_Passenger,Female,50
"2006460127149",Car_Passenger,Female,54
"2006460127197",Car_Passenger,Female,78
"2006460127197",Car_Driver,Male,84
"2006460127335",Motor_Cycle_Rider,Male,42
"2006460127484",Car_Driver,Male,22
"2006460127615",Car_Driver,Female,39
"2006460127716",Pedal Cyclist,Male,76
"2006460127792",Motor_Cycle_Passenger,Male,12
"2006460128062",Pedal Cyclist,Male,65
"2006460128100",Van_Driver,Male,50
"2006460128146",HGV_Driver,Male,27
"2006460128146",HGV_Driver,Male,23
"2006460128252",Car_Driver,Male,23
"2006460128480",Motor_Cycle_Rider,Male,21
"2006460129207",Pedestrian,Male,91
"2006460129321",Pedestrian,Male,26
"2006460129328",Car_Passenger,Female,4
"2006460129328",Car_Passenger,Female,2
"2006460129328",Car_Driver,Male,41
"2006460129328",Car_Passenger,Female,31
"2006460129942",Car_Driver,Male,43
"2006460130020",Car_Passenger,Female,12
"2006460130631",Motor_Cycle_Rider,Male,30
"2006460130713",Motor_Cycle_Rider,Male,32
"2006460130794",Car_Driver,Female,40
"2006460131028",Pedestrian,Female,19
"2006460131532",Pedestrian,Female,10
"2006460131654",Van_Passenger,Male,34
"2006460131876",Car_Driver,Male,33
"2006460132020",Car_Driver,Male,41
"2006460132022",Motor_Cycle_Rider,Male,20
"2006460132028",Pedestrian,Male,30
"2006460132114",Motor_Cycle_Rider,Male,23
"2006460132148",Car_Driver,Male,20
"2006460132437",Car_Driver,Female,50
"2006460132499",Car_Driver,Male,Not_Reported
"2006460132717",Car_Driver,Male,34
"2006460132787",Car_Driver,Female,53
"2006460132823",Car_Driver,Male,50
"2006460132985",Car_Passenger,Male,27
"2006460133214",Pedal Cyclist,Male,79
"2006460133620",Car_Driver,Male,24
"2006460134041",Motor_Cycle_Rider,Male,48
"2006460134330",Bus_Passenger,Male,75
"2006460134645",Pedestrian,Female,78
"2006460134804",Car_Passenger,Female,33
"2006460135360",Car_Driver,Female,57
"2006460135469",Car_Driver,Female,43
"2006460135469",Car_Passenger,Female,47
"2006460135526",Pedestrian,Male,39
"2006460135670",Car_Driver,Male,25
"2006470600137",Car_Driver,Male,19
"2006470600189",Motor_Cycle_Rider,Male,17
"2006470600644",Car_Driver,Female,24
"2006470600743",Motor_Cycle_Rider,Male,31
"2006470600776",Car_Passenger,Male,19
"2006470600975",Car_Driver,Male,23
"2006470600975",Car_Passenger,Male,26
"2006470601005",Pedestrian,Male,69
"2006470601010",Pedestrian,Female,30
"2006470601041",Pedestrian,Female,29
"2006470601198",Pedestrian,Male,93
"2006470601300",Pedestrian,Female,79
"2006470601314",Car_Driver,Male,43
"2006470601353",Car_Driver,Female,61
"2006470601385",Pedestrian,Female,50
"2006470601536",Car_Driver,Male,82
"2006470601640",Car_Driver,Male,37
"2006470601963",Pedal Cyclist,Male,59
"2006470602341",Pedestrian,Female,84
"2006470602459",Pedestrian,Male,36
"2006470602475",Car_Driver,Male,35
"2006470602495",Car_Driver,Male,56
"2006470602530",Car_Passenger,Male,23
"2006470602720",Car_Driver,Male,60
"2006470602762",Car_Driver,Female,69
"2006470602789",Motor_Cycle_Rider,Male,53
"2006470603090",Car_Passenger,Female,8
"2006470603098",Car_Driver,Male,20
"2006470603241",Pedestrian,Male,48
"2006470603270",Pedestrian,Female,18
"2006470603291",Motor_Cycle_Rider,Male,41
"2006470603362",Motor_Cycle_Rider,Male,42
"2006470603492",Motor_Cycle_Rider,Male,38
"2006470603849",Motor_Cycle_Rider,Male,32
"2006470603940",Motor_Cycle_Rider,Male,41
"2006470604307",Motor_Cycle_Rider,Male,33
"2006470604339",Pedestrian,Male,40
"2006470604477",Car_Driver,Male,59
"2006470604483",Motor_Cycle_Rider,Male,32
"2006470604532",Pedestrian,Male,63
"2006470604641",Car_Passenger,Male,32
"2006470604687",Motor_Cycle_Rider,Male,39
"2006470604703",Car_Passenger,Female,60
"2006470604806",Car_Driver,Male,63
"2006470604916",Car_Driver,Male,86
"2006470604925",Motor_Cycle_Rider,Male,45
"2006470604925",Motor_Cycle_Rider,Male,54
"2006470605168",Pedestrian,Male,46
"2006470605239",Pedal Cyclist,Female,11
"2006470605273",Car_Driver,Male,29
"2006470605309",Car_Driver,Female,54
"2006470605845",Car_Driver,Male,41
"2006470606008",Motor_Cycle_Rider,Male,33
"2006470606251",Pedestrian,Male,37
"2006470606259",Motor_Cycle_Rider,Male,22
"2006470606348",Pedestrian,Female,57
"2006470606381",Car_Driver,Male,21
"2006470606433",Pedestrian,Female,14
"2006470606538",Car_Driver,Male,23
"2006470606596",Pedestrian,Male,53
"2006470607075",Motor_Cycle_Rider,Male,31
"2006470607408",Motor_Cycle_Rider,Male,63
"2006470607471",Motor_Cycle_Rider,Male,19
"2006470607488",Motor_Cycle_Rider,Male,34
"2006470607493",Pedestrian,Male,76
"2006470607974",Car_Passenger,Male,46
"2006470607974",Car_Passenger,Male,35
"2006470608192",Car_Driver,Male,37
"2006470608255",Van_Passenger,Male,64
"2006470608332",Car_Passenger,Male,77
"2006470608402",Car_Driver,Male,86
"2006470608450",Motor_Cycle_Rider,Male,40
"2006470608482",Car_Driver,Male,86
"2006470608593",Car_Driver,Male,24
"2006470608652",Motor_Cycle_Rider,Male,37
"2006470608664",Motor_Cycle_Rider,Male,25
"2006470608667",Motor_Cycle_Rider,Male,43
"2006470608771",Car_Passenger,Male,59
"2006470609131",Motor_Cycle_Rider,Male,48
"2006470609353",Pedestrian,Female,16
"2006470609470",Car_Driver,Male,60
"2006470609578",Pedestrian,Male,76
"2006470609785",Bus_Passenger,Female,66
"2006470609871",Pedestrian,Female,85
"2006470610250",Pedestrian,Female,77
"2006470610270",Car_Passenger,Female,18
"2006470610346",Car_Passenger,Female,86
"2006470610399",Car_Driver,Male,28
"2006470610506",Pedestrian,Female,85
"2006470610722",Car_Passenger,Male,17
"2006470610731",Car_Driver,Female,19
"2006470610763",Car_Driver,Male,84
"2006470610836",Car_Driver,Male,23
"2006470610839",Pedestrian,Female,81
"2006470610843",Car_Driver,Male,55
"2006470610887",Bus_Passenger,Male,76
"2006470611036",Pedestrian,Male,62
"2006470611335",Car_Driver,Male,47
"2006470611421",Car_Driver,Male,23
"200650A21I210",Car_Driver,Male,81
"200650A22K474",Motor_Cycle_Rider,Male,43
"200650A23F123",Motor_Cycle_Rider,Male,19
"200650A23K095",Car_Driver,Male,42
"200650A23K095",Car_Passenger,Male,47
"200650A23M182",Pedestrian,Male,44
"200650A23Q236",Car_Driver,Male,50
"200650A31C211",Car_Passenger,Female,81
"200650A31I084",Pedestrian,Female,2
"200650A31I425",Car_Driver,Male,38
"200650A31O851",Motor_Cycle_Rider,Male,38
"200650A33A752",Car_Driver,Male,72
"200650A33F796",Car_Driver,Male,50
"200650A41G450",Car_Passenger,Male,19
"200650A41G450",Car_Passenger,Male,18
"200650A41G450",Car_Driver,Male,23
"200650A41G933",Motor_Cycle_Rider,Male,48
"200650A41H818",Car_Passenger,Male,18
"200650A41N849",Motor_Cycle_Rider,Male,31
"200650A41Q188",Pedestrian,Male,25
"200650A51J980",Car_Passenger,Female,15
"200650A51N273",Pedestrian,Male,49
"200650A51P351",Motor_Cycle_Rider,Male,44
"200650A51P811",Car_Passenger,Female,68
"200650A61B955",Pedestrian,Male,32
"200650B21D104",Car_Driver,Male,28
"200650B21P194",Pedestrian,Male,25
"200650B31D430",Car_Driver,Male,58
"200650B31D430",Car_Passenger,Male,63
"200650B31M655",Car_Driver,Male,87
"200650B31N504",Car_Driver,Male,96
"200650B31Q316",Motor_Cycle_Rider,Male,27
"200650B32F997",Car_Passenger,Female,18
"200650B32I642",Other_Vehicle_Occupant,Male,54
"200650B32J464",Car_Passenger,Female,21
"200650B41B968",Car_Driver,Male,84
"200650B41D627",Pedestrian,Male,41
"200650B41F299",Car_Passenger,Female,86
"200650B41F299",Car_Passenger,Female,69
"200650B41J977",Motor_Cycle_Rider,Male,27
"200650B42D414",Car_Driver,Male,17
"200650B51E009",Car_Driver,Male,19
"200650B51Q399",Car_Driver,Male,24
"200650B53B614",Car_Driver,Male,41
"200650B62A007",Motor_Cycle_Rider,Male,45
"200650B71D318",Car_Driver,Male,18
"200650B71F706",Motor_Cycle_Rider,Male,39
"200650B71G726",Motor_Cycle_Rider,Male,30
"200650B71O619",Car_Driver,Female,56
"200650B71P447",Car_Driver,Female,56
"200650C21F791",Car_Driver,Male,30
"200650C21G639",Car_Driver,Male,79
"200650C21N002",Car_Passenger,Male,17
"200650C24M525",Motor_Cycle_Rider,Male,43
"200650C41J008",Motor_Cycle_Rider,Male,73
"200650C41Q632",Car_Passenger,Female,65
"200650C42M496",Bus_Passenger,Female,81
"200650C43A542",Car_Driver,Male,25
"200650C43D013",Car_Passenger,Female,21
"200650C51B450",Car_Driver,Male,73
"200650C51B450",Car_Passenger,Female,Not_Reported
"200650D21E614",Motor_Cycle_Rider,Male,45
"200650D21G179",Car_Passenger,Male,18
"200650D21G179",Car_Driver,Male,18
"200650D21L885",Motor_Cycle_Rider,Male,20
"200650D31D912",Pedestrian,Male,75
"200650D35F056",Motor_Cycle_Rider,Male,37
"200650D35O504",Car_Driver,Female,88
"200650D35Q624",Car_Driver,Male,19
"200650D41D663",Car_Driver,Male,Not_Reported
"200650D41K200",Car_Driver,Female,43
"200650D41M846",Car_Driver,Male,33
"200650D41P747",Pedestrian,Male,35
"200650D41Q348",Car_Passenger,Female,77
"200650D42E097",Car_Driver,Female,33
