Fatal_Accident_Index,Fatal_Casualty_Type,Fatal_Casualty_Sex,Fatal_Casualty_Age
"200834TD80308",Car_Driver,Male,25
"200834TD80318",Car_Passenger,Male,19
"200834TD80328",Car_Driver,Male,57
"200834TE80158",Pedestrian,Male,14
"200834TE80158",Pedestrian,Male,18
"200834TE80178",Car_Passenger,Male,70
"200834TE80228",Car_Driver,Male,33
"200834TE80298",Car_Driver,Male,68
"200834TE80338",Car_Driver,Male,81
"200834TE80338",Car_Passenger,Female,80
"200834TK80168",Car_Passenger,Male,24
"200834TK80188",Car_Driver,Male,22
"200834TK80218",Car_Driver,Male,29
"200834TK80218",Car_Passenger,Male,23
"200834TK80268",Motor_Cycle_Rider,Male,17
"200834TK80278",Car_Driver,Male,22
"200834TM80048",Pedestrian,Male,31
"200834TS80238",Car_Driver,Female,18
"200834TS80248",Pedestrian,Female,48
"200834TS80258",Car_Driver,Male,31
"200834WD80028",Car_Passenger,Female,43
"200834WD80088",Pedestrian,Male,64
"200834WD80198",Car_Passenger,Male,26
"200834WN80068",Car_Driver,Male,20
"200834WN80098",Motor_Cycle_Rider,Male,28
"200834WN80118",Car_Passenger,Female,20
"200834WS80148",Pedal Cyclist,Male,71
"2008350006008",Car_Driver,Male,66
"2008350017208",Car_Driver,Male,25
"2008350023208",Car_Driver,Male,20
"2008350029208",Car_Driver,Male,60
"2008350029208",Car_Driver,Male,79
"2008350029208",Car_Passenger,Female,77
"2008350033608",Car_Driver,Male,78
"2008350036108",Motor_Cycle_Rider,Male,38
"2008350042108",Pedestrian,Female,70
"2008350054408",Car_Driver,Female,60
"2008350058208",Car_Driver,Male,30
"2008350065308",Car_Passenger,Female,9
"2008350075808",Van_Driver,Male,75
"2008350081608",Car_Passenger,Female,76
"2008350086808",Car_Driver,Male,41
"2008350092208",Car_Driver,Female,25
"2008350111608",Car_Driver,Female,38
"2008350111608",Car_Driver,Male,53
"2008350113008",Pedestrian,Female,16
"2008350113108",Car_Driver,Male,39
"2008350120308",Car_Driver,Male,47
"2008350134708",Car_Driver,Male,21
"2008350149108",HGV_Driver,Male,31
"2008350149408",Pedestrian,Female,75
"2008350150608",Car_Passenger,Female,73
"2008350164108",Motor_Cycle_Rider,Male,38
"2008350171308",Car_Driver,Male,22
"2008350174808",Motor_Cycle_Rider,Male,17
"2008350192808",Pedestrian,Female,39
"2008350198908",Car_Driver,Female,61
"2008350215808",Car_Driver,Male,47
"2008350216308",Pedestrian,Male,20
"2008350237408",Car_Driver,Male,Not_Reported
"2008350238808",Car_Driver,Male,59
"2008350242808",Car_Driver,Male,17
"2008350254008",Car_Passenger,Male,43
"2008350254008",Car_Passenger,Male,13
"2008350254008",Car_Passenger,Male,14
"2008350260308",Car_Passenger,Male,28
"2008350260308",Car_Passenger,Male,38
"2008350260308",Car_Passenger,Male,46
"2008350284208",Car_Driver,Male,74
"2008350313308",Car_Driver,Female,20
"2008350336308",Motor_Cycle_Rider,Male,40
"2008350362908",Motor_Cycle_Rider,Male,39
"2008350363708",Car_Driver,Female,41
"2008350363708",Car_Passenger,Male,2
"2008350371008",Car_Passenger,Female,86
"2008350372908",Car_Passenger,Male,37
"2008350392208",Car_Driver,Male,22
"2008350395108",Car_Driver,Female,26
"2008350409608",Pedestrian,Male,84
"2008350414208",Car_Driver,Male,19
"2008350811608",Pedestrian,Male,79
"2008350814208",Pedal Cyclist,Male,32
"2008350819108",Car_Driver,Female,27
"2008350820908",Car_Driver,Male,42
"2008350838808",Motor_Cycle_Rider,Male,32
"2008350844508",Pedestrian,Female,57
"2008350846608",Pedestrian,Female,14
"2008360045092",Pedal Cyclist,Female,53
"2008360045572",Car_Driver,Male,78
"2008360045628",Car_Driver,Male,54
"2008360045655",Motor_Cycle_Passenger,Female,42
"2008360045706",Car_Passenger,Female,70
"2008360045769",Car_Driver,Male,38
"2008360045841",Pedestrian,Male,18
"2008360046333",Car_Driver,Male,37
"2008360046383",Motor_Cycle_Rider,Male,47
"2008360046572",Pedestrian,Female,91
"2008360046835",Pedestrian,Male,62
"2008360046989",Car_Driver,Female,62
"2008360047057",Car_Driver,Female,80
"2008360047222",Motor_Cycle_Rider,Male,42
"2008360047272",Van_Driver,Male,50
"2008360047371",Motor_Cycle_Rider,Male,17
"2008360047474",Pedestrian,Male,37
"2008360047613",Motor_Cycle_Rider,Male,38
"2008360047761",Motor_Cycle_Rider,Male,35
"2008360047777",Car_Driver,Male,23
"2008360047936",Motor_Cycle_Rider,Male,42
"2008360048125",Car_Driver,Male,73
"2008360048436",Car_Passenger,Male,30
"2008360048542",Car_Driver,Male,19
"2008360048621",Motor_Cycle_Rider,Male,46
"2008360048642",Car_Driver,Male,19
"2008360048863",Pedestrian,Male,78
"2008360048908",Pedestrian,Male,68
"2008360048933",Car_Driver,Male,27
"2008360049049",HGV_Passenger,Male,18
"2008360049192",Motor_Cycle_Rider,Male,20
"2008360049370",Motor_Cycle_Rider,Male,40
"2008360049375",Motor_Cycle_Rider,Male,27
"2008360049428",Pedestrian,Female,82
"2008360049467",Motor_Cycle_Rider,Male,50
"2008360049471",Car_Passenger,Male,96
"2008360049643",Car_Passenger,Female,15
"2008360049877",Motor_Cycle_Rider,Male,22
"200837B029914",Pedestrian,Male,37
"200837B029945",Car_Driver,Female,75
"200837B030561",Car_Driver,Male,40
"200837B030666",Car_Driver,Male,32
"200837B030743",Car_Driver,Female,44
"200837B030811",Motor_Cycle_Rider,Male,28
"200837B030960",Motor_Cycle_Rider,Male,24
"200837B040074",Motor_Cycle_Rider,Male,53
"200837B040681",Car_Passenger,Male,18
"200837B040842",Pedestrian,Male,56
"200837B041199",Motor_Cycle_Rider,Male,26
"200837B041374",Pedestrian,Male,41
"200837G024271",Motor_Cycle_Rider,Male,48
"200837G024296",Car_Driver,Male,34
"200837G024352",Pedal Cyclist,Male,58
"200837G024570",Pedestrian,Female,61
"200837G024593",Pedestrian,Male,81
"200837G024912",Pedestrian,Female,50
"200837G025378",Pedestrian,Female,10
"200837G025802",Car_Driver,Male,25
"200837G026235",Car_Driver,Male,87
"200837G026235",Car_Passenger,Female,87
"200837L015190",Car_Passenger,Male,28
"200837L015190",Car_Passenger,Male,20
"200837L015253",Motor_Cycle_Rider,Male,20
"200837L015472",Pedal Cyclist,Male,76
"200837L015855",Pedestrian,Male,6
"200837L016115",Car_Driver,Male,33
"200837L016167",Car_Driver,Male,23
"200837L016230",Motor_Cycle_Rider,Male,27
"200837L016303",Car_Driver,Male,22
"2008400B00352",Pedal Cyclist,Male,85
"2008400B00611",Car_Passenger,Female,32
"2008400B00611",Car_Driver,Male,37
"2008400B00611",Car_Driver,Male,22
"2008400B00691",Car_Passenger,Male,29
"2008400B00970",Pedal Cyclist,Male,16
"2008400B02394",Car_Driver,Female,19
"2008400B02427",Car_Driver,Female,29
"2008400B02671",Car_Driver,Female,33
"2008400B02671",Car_Passenger,Male,35
"2008400B02734",Motor_Cycle_Rider,Male,24
"2008400B03056",Pedestrian,Male,25
"2008400B03480",Car_Passenger,Female,85
"2008400C01421",Motor_Cycle_Rider,Male,23
"2008400C01712",Other_Vehicle_Occupant,Male,24
"2008400C02071",Motor_Cycle_Rider,Male,55
"2008400D00540",Car_Driver,Male,59
"2008400D00916",Car_Driver,Male,64
"2008400D00982",Motor_Cycle_Rider,Male,59
"2008400D01075",Van_Passenger,Female,18
"2008400D01409",Motor_Cycle_Rider,Male,52
"2008400D02381",Car_Driver,Male,19
"2008400D03017",Car_Passenger,Male,21
"2008400D03109",Car_Driver,Male,25
"2008400D03215",Pedestrian,Male,19
"2008400D03244",Car_Passenger,Female,17
"2008400D03518",Van_Driver,Male,30
"2008400D03782",Car_Passenger,Male,0
"20084100A0062",Car_Driver,Female,29
"20084100A0062",Car_Driver,Male,82
"20084100A0317",Car_Driver,Male,34
"20084100A0335",Car_Driver,Female,30
"20084100A0408",Motor_Cycle_Rider,Male,18
"20084100A0418",Car_Passenger,Female,38
"20084100A0507",Motor_Cycle_Rider,Male,41
"20084100A0813",Car_Driver,Male,19
"20084100B0003",Car_Driver,Female,81
"20084100B0651",Car_Driver,Male,19
"20084100B0679",Motor_Cycle_Rider,Male,32
"20084100B0751",Car_Driver,Male,92
"20084100C0252",Pedestrian,Female,23
"20084100C0415",Motor_Cycle_Rider,Male,27
"20084100C1235",Car_Passenger,Male,28
"20084100D0139",Car_Driver,Male,17
"20084100D0265",Car_Passenger,Male,32
"20084100D0309",Car_Driver,Male,46
"20084100D0452",Motor_Cycle_Rider,Male,48
"20084100D0483",HGV_Driver,Male,29
"20084100D0493",Pedal Cyclist,Male,71
"20084100E0004",Pedestrian,Male,72
"20084100F0009",Pedal Cyclist,Male,77
"20084100F4427",Pedestrian,Male,89
"20084100F4704",Car_Driver,Female,20
"20084100G0217",Pedestrian,Female,26
"20084100G0347",Car_Driver,Male,25
"20084100G0452",Motor_Cycle_Rider,Male,44
"20084100J2119",Motor_Cycle_Rider,Male,21
"20084100K0210",Car_Driver,Male,22
"20084100K0399",Motor_Cycle_Rider,Male,51
"20084100T2065",HGV_Driver,Male,32
"20084100T3155",Car_Passenger,Male,31
"200842I000301",Motor_Cycle_Rider,Male,18
"200842I000401",Car_Driver,Male,25
"200842I000901",Pedal Cyclist,Male,42
"200842I021301",Car_Driver,Male,22
"200842I023901",Car_Driver,Male,29
"200842I024001",Car_Driver,Male,24
"200842I024601",Car_Passenger,Female,32
"200842I033102",Other_Vehicle_Occupant,Male,62
"200842I040302",Car_Driver,Female,17
"200842I040302",Car_Passenger,Female,19
"200842I043802",Car_Driver,Female,23
"200842I053002",Car_Driver,Female,50
"200842I060802",Car_Driver,Male,38
"200842I064102",Motor_Cycle_Rider,Male,36
"200842I069402",Car_Passenger,Male,23
"200842I073103",Pedestrian,Male,46
"200842I079503",Pedestrian,Female,93
"200842I086703",Pedestrian,Male,86
"200842I087703",Car_Driver,Male,34
"200842I090803",Motor_Cycle_Rider,Male,63
"200842I094703",Pedestrian,Male,35
"200842I097803",Pedestrian,Female,14
"200842I098103",Car_Passenger,Male,19
"200842I104503",Pedestrian,Male,39
"200842I110903",Motor_Cycle_Rider,Male,39
"200842I119704",Motor_Cycle_Rider,Male,40
"200842I119904",Car_Driver,Male,16
"200842I130104",Motor_Cycle_Rider,Male,26
"200842I130904",Pedestrian,Male,58
"200842I137804",Car_Driver,Female,27
"200842I140904",Car_Driver,Male,41
"200842I151605",Motor_Cycle_Rider,Male,23
"200842I152905",Motor_Cycle_Rider,Male,42
"200842I166605",Pedestrian,Male,23
"200842I168505",Pedestrian,Female,68
"200842I176205",Car_Driver,Female,31
"200842I203206",Pedal Cyclist,Male,16
"200842I212606",Motor_Cycle_Rider,Male,36
"200842I221406",Motor_Cycle_Rider,Male,47
"200842I221406",Pedestrian,Male,44
"200842I259407",Pedal Cyclist,Male,56
"200842I277308",Car_Driver,Female,17
"200842I294208",Car_Passenger,Female,25
"200842I296708",Car_Passenger,Male,23
"200842I306009",Pedestrian,Female,96
"200842I306109",Car_Driver,Female,53
"200842I307009",Pedestrian,Male,36
"200842I313509",Car_Driver,Male,25
"200842I319309",Car_Driver,Male,59
"200842I319409",Motor_Cycle_Rider,Male,53
"200842I331209",Car_Driver,Male,30
"200842I334509",Car_Driver,Female,20
"200842I334509",Car_Passenger,Male,24
"200842I339309",Pedestrian,Female,63
"200842I339409",Car_Passenger,Male,29
"200842I339909",Car_Driver,Male,89
"200842I358410",Pedal Cyclist,Male,11
"200842I364910",Motor_Cycle_Rider,Male,15
"200842I365510",Pedestrian,Female,48
"200842I365610",Motor_Cycle_Rider,Male,26
"200842I371810",Motor_Cycle_Rider,Male,46
"200842I372410",Car_Passenger,Male,36
"200842I372410",Car_Passenger,Male,20
"200842I373110",Pedal Cyclist,Male,42
"200842I397111",Pedestrian,Female,71
"200842I400711",Motor_Cycle_Rider,Male,20
"200842I421011",Car_Driver,Male,18
"200842I422111",Car_Driver,Male,21
"200842I423011",Motor_Cycle_Rider,Male,48
"200842I426711",Car_Driver,Male,47
"200842I441612",Motor_Cycle_Rider,Male,30
"200842I443412",Car_Driver,Female,66
"200842I456012",Car_Driver,Male,44
"200843N001068",Car_Driver,Male,18
"200843N001068",Car_Passenger,Male,18
"200843N001068",Car_Passenger,Male,18
"200843N001068",Car_Passenger,Male,18
"200843N001118",Car_Driver,Male,36
"200843N018078",Car_Driver,Male,24
"200843N038098",Car_Passenger,Male,80
"200843N071048",Car_Driver,Male,20
"200843N092058",Car_Driver,Male,22
"200843N096018",Pedal Cyclist,Male,76
"200843N106048",Pedestrian,Male,40
"200843N116128",Car_Driver,Female,31
"200843N142128",Pedestrian,Male,27
"200843N159058",Car_Driver,Female,57
"200843N172058",Car_Driver,Male,71
"200843N179028",Motor_Cycle_Rider,Male,42
"200843P001028",Motor_Cycle_Rider,Male,43
"200843P001058",Car_Driver,Male,28
"200843P001058",Car_Passenger,Male,23
"200843P002018",Car_Driver,Male,29
"200843P006048",Motor_Cycle_Rider,Male,22
"200843P006078",Pedal Cyclist,Male,25
"200843P010018",Car_Driver,Male,19
"200843P018078",Pedestrian,Female,80
"200843P018088",Motor_Cycle_Rider,Male,40
"200843P042108",Pedal Cyclist,Female,17
"200843P045108",Car_Driver,Male,85
"200843P063118",Car_Passenger,Female,13
"200843P065048",Car_Driver,Female,37
"200843P072058",HGV_Driver,Male,62
"200843P083108",Car_Driver,Female,32
"200843P113118",Pedestrian,Female,85
"200843P116088",Motor_Cycle_Rider,Male,17
"200843P128108",Motor_Cycle_Rider,Male,35
"200843P142118",Car_Driver,Male,23
"200843P158018",Car_Driver,Male,27
"200843P161128",Car_Passenger,Male,36
"200843P162078",Car_Passenger,Male,28
"200843P174088",Car_Driver,Female,45
"200843P176058",Motor_Cycle_Rider,Female,39
"200843P181088",Car_Driver,Female,74
"200843P193038",Car_Driver,Male,39
"200843P205018",Pedestrian,Male,85
"200843P214108",Motor_Cycle_Rider,Male,23
"200843P226048",Car_Driver,Male,20
"200843P227118",Car_Driver,Male,32
"200843P227118",Car_Passenger,Female,34
"200843P256088",Motor_Cycle_Rider,Male,48
"200843P259078",Car_Driver,Female,19
"200843P261018",Motor_Cycle_Rider,Male,51
"200843P266078",Car_Driver,Male,21
"200843P267118",Car_Driver,Male,30
"200843P271118",Car_Passenger,Male,21
"200843P273038",Car_Passenger,Male,70
"200843P286028",HGV_Driver,Male,41
"200843P302058",Car_Driver,Female,33
"200843P303068",Pedestrian,Male,22
"200843P350038",Car_Driver,Male,32
"200843P371108",HGV_Driver,Male,49
"200843R001068",Car_Driver,Male,19
"200843R005058",Car_Driver,Male,50
"200843R005088",Car_Driver,Male,23
"200843R063078",Motor_Cycle_Rider,Male,42
"200843R108078",Motor_Cycle_Rider,Male,30
"200843R115048",Car_Driver,Male,36
"200843R139078",Car_Driver,Male,19
"200843R152108",Pedestrian,Male,9
"200843R199038",Motor_Cycle_Rider,Male,25
"200843R209098",Motor_Cycle_Rider,Male,35
"200843R213018",Car_Driver,Male,26
"200843R272078",Car_Driver,Female,23
"200843S001038",Pedestrian,Female,28
"200843S002078",Motor_Cycle_Rider,Male,26
"200843S008058",Car_Driver,Male,40
"200843S027108",Car_Driver,Female,28
"200843S030098",Car_Driver,Male,25
"200843S057078",Pedal Cyclist,Male,52
"200843S069098",Car_Driver,Male,43
"200843S112108",Car_Driver,Male,26
"200843W010018",Car_Driver,Female,17
"200843W026028",Pedestrian,Male,26
"200843W027068",Motor_Cycle_Rider,Male,25
"200843W036118",Car_Driver,Male,33
"200843W052108",Car_Driver,Male,23
"200843W084088",Motor_Cycle_Rider,Male,21
"200843W091128",Pedestrian,Male,74
"200843W112068",Pedestrian,Male,29
"200843W134088",Car_Driver,Male,90
"200843W137098",Car_Passenger,Male,19
"200843W158028",Pedestrian,Male,40
"200843W202128",Car_Passenger,Female,56
"200843W222018",Car_Driver,Female,17
"200843W229018",HGV_Driver,Male,56
"200843W267128",Car_Driver,Male,25
"2008440001891",Pedestrian,Female,30
"2008440004431",Motor_Cycle_Rider,Male,40
"2008440004646",Pedestrian,Male,84
"2008440005247",Motor_Cycle_Rider,Male,70
"2008440021121",Car_Driver,Female,82
"2008440022530",Motor_Cycle_Rider,Male,33
"2008440042426",Pedestrian,Male,75
"2008440044762",Car_Passenger,Female,59
"2008440044762",Car_Driver,Female,79
"2008440049575",Pedestrian,Male,68
"2008440070585",Motor_Cycle_Rider,Male,16
"2008440091584",Pedestrian,Male,22
"2008440099287",Motor_Cycle_Rider,Male,38
"2008440135768",Motor_Cycle_Rider,Male,22
"2008440158373",Car_Passenger,Male,70
"2008440163169",Car_Driver,Female,79
"2008440174391",Pedestrian,Female,78
"2008440177870",Van_Driver,Male,56
"2008440180711",Motor_Cycle_Rider,Male,20
"2008440189860",Car_Driver,Female,78
"2008440190220",Motor_Cycle_Rider,Male,39
"2008440248655",Car_Driver,Male,45
"2008440248694",Car_Driver,Male,27
"2008440248694",Car_Passenger,Male,24
"2008440258499",Pedestrian,Male,58
"2008440280091",Motor_Cycle_Rider,Male,32
"2008440280873",Car_Driver,Male,73
"2008440288006",Motor_Cycle_Rider,Male,55
"2008440293922",Motor_Cycle_Rider,Male,25
"2008440308177",Pedestrian,Female,26
"2008440327629",Car_Driver,Male,54
"2008440327629",Car_Driver,Male,41
"2008440327838",Car_Driver,Male,69
"2008440334234",Pedestrian,Male,69
"2008440340740",Motor_Cycle_Rider,Male,45
"2008440344373",Car_Driver,Male,48
"2008440364175",Pedal Cyclist,Male,44
"2008440371836",Pedal Cyclist,Male,60
"2008440375958",Motor_Cycle_Passenger,Female,11
"2008440375958",Motor_Cycle_Rider,Male,29
"2008440377814",Motor_Cycle_Rider,Male,19
"2008440398604",Car_Driver,Male,64
"2008440409100",Car_Passenger,Female,89
"2008440409655",Motor_Cycle_Rider,Male,51
"2008440410122",Pedestrian,Male,48
"2008440420491",Motor_Cycle_Rider,Male,21
"2008440424242",Car_Driver,Male,82
"2008440425056",Car_Passenger,Female,77
"2008440425056",Car_Driver,Female,74
"2008440430988",Car_Driver,Male,25
"2008440435968",Pedal Cyclist,Male,12
"2008440439591",Motor_Cycle_Rider,Male,24
"2008440444610",Other_Vehicle_Occupant,Female,77
"2008440448079",Motor_Cycle_Rider,Male,65
"2008440456448",Motor_Cycle_Rider,Male,52
"2008440460469",Motor_Cycle_Rider,Male,22
"2008440460702",Pedal Cyclist,Male,27
"2008440464946",Pedestrian,Male,55
"2008440474946",Motor_Cycle_Rider,Male,40
"2008440486289",Car_Driver,Male,20
"2008440503034",Motor_Cycle_Rider,Male,30
"2008440508343",Pedestrian,Male,53
"2008440508535",Car_Passenger,Female,64
"2008440519394",Motor_Cycle_Rider,Male,26
"2008440519403",Pedestrian,Male,44
"2008440532337",Pedestrian,Male,35
"2008440540711",Pedestrian,Male,67
"2008440544922",Pedestrian,Female,75
"2008440548241",Car_Passenger,Male,16
"2008440548241",Car_Passenger,Male,17
"2008440557019",Motor_Cycle_Rider,Male,27
"200845EL16856",Car_Driver,Female,71
"200845EL16986",Car_Driver,Male,61
"200845EL16986",Car_Driver,Female,68
"200845EL24384",Car_Driver,Male,17
"200845EL30757",Pedestrian,Male,75
"200845EL31331",Car_Passenger,Male,28
"200845GU21502",Car_Passenger,Female,82
"200845GU21766",Car_Driver,Female,57
"200845GU22833",Car_Driver,Male,52
"200845GU23667",Car_Driver,Female,19
"200845GU24331",Motor_Cycle_Passenger,Female,24
"200845GU25000",Pedestrian,Female,43
"200845GU27042",Car_Passenger,Male,20
"200845GU28120",Car_Driver,Male,30
"200845GU30489",Car_Passenger,Male,15
"200845GU30489",Car_Driver,Male,16
"200845MO18709",Car_Passenger,Male,15
"200845MO21159",Car_Driver,Male,29
"200845MO21272",Pedestrian,Male,54
"200845MO21721",Car_Driver,Male,50
"200845MO26899",Pedestrian,Female,60
"200845MO29150",Car_Driver,Male,59
"200845MO30567",Pedal Cyclist,Male,35
"200845MO32794",Pedestrian,Female,87
"200845RE24351",Motor_Cycle_Rider,Male,26
"200845RE29278",Motor_Cycle_Rider,Male,45
"200845RU19029",Car_Driver,Male,44
"200845RU23124",Car_Driver,Male,81
"200845RU28024",Car_Driver,Male,18
"200845RU30146",Pedestrian,Male,35
"200845SP20370",Pedestrian,Female,43
"200845SP33908",Motor_Cycle_Rider,Male,23
"200845SU17169",HGV_Driver,Male,46
"200845SU21645",Pedestrian,Male,36
"200845SU21909",Car_Driver,Male,58
"200845SU30025",Motor_Cycle_Rider,Male,75
"200845TA25046",Car_Driver,Female,83
"200845TA26580",Car_Driver,Male,57
"200845TA32181",Pedestrian,Female,88
"200845TA32666",Car_Driver,Female,52
"200845TA32832",Car_Driver,Female,62
"200845WA16331",Pedestrian,Female,91
"200845WA23958",Car_Driver,Female,84
"200845WA27399",Car_Passenger,Female,21
"200845WO21774",Car_Passenger,Male,54
"2008460055463",Car_Driver,Male,55
"2008460055675",Pedestrian,Male,85
"2008460057239",Car_Driver,Male,39
"2008460058084",Motor_Cycle_Rider,Male,50
"2008460059465",Pedestrian,Male,39
"2008460060197",Motor_Cycle_Rider,Male,45
"2008460060294",HGV_Driver,Male,39
"2008460062836",Motor_Cycle_Rider,Male,43
"2008460151683",Pedestrian,Female,16
"2008460151760",Pedestrian,Male,11
"2008460151791",Pedestrian,Male,12
"2008460152202",Car_Driver,Female,25
"2008460152225",Car_Driver,Male,25
"2008460152315",Car_Driver,Male,18
"2008460152442",Car_Driver,Male,21
"2008460152916",Car_Driver,Male,48
"2008460152923",Pedestrian,Female,88
"2008460153678",Car_Passenger,Male,50
"2008460153678",Car_Passenger,Female,51
"2008460153678",Car_Driver,Male,56
"2008460153747",Car_Driver,Male,29
"2008460153751",Car_Passenger,Male,21
"2008460153751",Car_Passenger,Female,19
"2008460154114",Pedestrian,Female,63
"2008460154289",Car_Driver,Male,21
"2008460154590",Pedestrian,Male,42
"2008460154946",Motor_Cycle_Rider,Male,33
"2008460155046",Car_Passenger,Male,53
"2008460155377",Pedestrian,Male,41
"2008460156151",Pedestrian,Male,3
"2008460156458",Motor_Cycle_Rider,Male,43
"2008460156473",Motor_Cycle_Rider,Male,45
"2008460156479",Van_Driver,Male,61
"2008460156797",Car_Passenger,Female,16
"2008460156854",Car_Driver,Male,21
"2008460157648",Car_Driver,Female,28
"2008460157937",Car_Driver,Female,78
"2008460158503",Motor_Cycle_Rider,Male,17
"2008460158925",Pedestrian,Male,75
"2008460158949",Car_Driver,Male,52
"2008460159065",Pedal Cyclist,Male,35
"2008460159128",Car_Driver,Female,61
"2008460159292",Car_Driver,Female,22
"2008460159652",Car_Passenger,Male,41
"2008460159744",Pedal Cyclist,Male,17
"2008460159778",Pedestrian,Male,89
"2008460159927",Motor_Cycle_Rider,Male,45
"2008460161223",Pedestrian,Male,96
"2008460161591",Motor_Cycle_Rider,Male,23
"2008460161591",Motor_Cycle_Rider,Male,17
"2008460161696",Car_Passenger,Male,17
"2008460162261",Motor_Cycle_Rider,Male,44
"2008460162271",Car_Passenger,Female,80
"2008460162322",Motor_Cycle_Rider,Male,23
"2008460163287",Pedestrian,Female,70
"2008460163452",Motor_Cycle_Rider,Female,38
"2008460163891",Motor_Cycle_Rider,Male,57
"2008460164207",Motor_Cycle_Rider,Male,67
"2008460164742",Pedestrian,Female,87
"2008460164905",Car_Driver,Male,56
"2008460165659",Car_Driver,Male,41
"2008460165710",Motor_Cycle_Rider,Male,43
"2008460166064",Car_Passenger,Female,46
"2008460166587",Motor_Cycle_Passenger,Female,50
"2008460166890",Car_Passenger,Male,40
"2008460166890",Car_Driver,Male,76
"2008470800055",Car_Driver,Male,19
"2008470800149",Car_Driver,Male,80
"2008470800226",Car_Driver,Female,26
"2008470800260",Pedestrian,Male,86
"2008470800624",Car_Driver,Male,82
"2008470800696",Motor_Cycle_Passenger,Male,21
"2008470800821",Car_Driver,Male,19
"2008470801066",Car_Passenger,Male,17
"2008470801095",Car_Driver,Male,32
"2008470801262",Motor_Cycle_Rider,Male,32
"2008470801294",Car_Passenger,Female,80
"2008470801534",Car_Driver,Female,34
"2008470801686",Car_Driver,Male,27
"2008470801803",Car_Driver,Male,67
"2008470801845",Car_Driver,Male,27
"2008470802024",Pedestrian,Female,22
"2008470802375",Motor_Cycle_Rider,Male,24
"2008470802708",Car_Passenger,Male,17
"2008470802957",Car_Driver,Male,24
"2008470802957",Car_Passenger,Male,24
"2008470802987",Motor_Cycle_Rider,Male,39
"2008470803062",Car_Passenger,Female,40
"2008470803062",Car_Driver,Male,40
"2008470803125",Motor_Cycle_Rider,Male,53
"2008470803127",Motor_Cycle_Rider,Male,37
"2008470803480",Car_Driver,Female,79
"2008470803521",Car_Driver,Male,52
"2008470803638",Pedestrian,Male,30
"2008470803789",Pedestrian,Male,34
"2008470803894",Motor_Cycle_Rider,Male,28
"2008470803918",Car_Driver,Female,51
"2008470804168",Motor_Cycle_Rider,Male,73
"2008470804296",Car_Driver,Male,29
"2008470804309",Pedal Cyclist,Female,18
"2008470804913",Pedestrian,Male,18
"2008470804961",Pedestrian,Male,87
"2008470805030",Pedestrian,Female,85
"2008470805188",Car_Driver,Female,17
"2008470805297",Car_Driver,Male,62
"2008470805297",Car_Driver,Female,41
"2008470805331",Pedal Cyclist,Male,44
"2008470805493",Motor_Cycle_Rider,Male,42
"2008470805516",Motor_Cycle_Rider,Male,25
"2008470805538",Motor_Cycle_Rider,Male,30
"2008470805552",Other_Vehicle_Occupant,Male,77
"2008470805654",Pedal Cyclist,Female,11
"2008470805743",Pedal Cyclist,Male,57
"2008470805854",Pedestrian,Male,9
"2008470805903",Car_Driver,Male,29
"2008470806060",Car_Driver,Male,76
"2008470806135",Car_Passenger,Female,19
"2008470806281",Motor_Cycle_Rider,Male,43
"2008470806335",Pedal Cyclist,Male,54
"2008470806563",Car_Driver,Male,21
"2008470806679",Pedestrian,Female,46
"2008470806702",Motor_Cycle_Rider,Male,44
"2008470806777",Car_Driver,Male,25
"2008470807622",Car_Driver,Male,19
"2008470807624",Car_Driver,Male,22
"2008470808066",Car_Driver,Male,33
"2008470808189",Pedestrian,Male,23
"2008470808237",Car_Driver,Male,53
"2008470808432",Car_Driver,Male,26
"2008470808445",Car_Driver,Female,20
"2008470809017",Car_Driver,Male,17
"2008470809048",Car_Driver,Male,75
"2008470809090",Car_Driver,Male,91
"2008470809106",Car_Driver,Male,86
"2008470809175",Car_Driver,Male,83
"2008470809301",Pedestrian,Male,61
"2008470809326",Car_Driver,Male,41
"2008470809447",Van_Driver,Male,27
"2008470809584",Pedestrian,Male,53
"2008470809629",Car_Driver,Male,77
"2008470809640",Pedestrian,Female,82
"2008470809921",Motor_Cycle_Rider,Male,43
"2008470809959",Pedestrian,Female,45
"2008470809992",Motor_Cycle_Rider,Male,61
"200850A21B285",Motor_Cycle_Rider,Male,45
"200850A33A383",Pedestrian,Male,77
"200850A51B949",Car_Driver,Female,25
"200850A61A692",Other_Vehicle_Occupant,Male,26
"200850AC2D032",Car_Driver,Male,21
"200850AH2E013",Car_Driver,Male,25
"200850AH2E018",Motor_Cycle_Rider,Male,23
"200850AH2S008",Motor_Cycle_Rider,Male,35
"200850AI3J020",Car_Driver,Female,21
"200850AY2C009",Motor_Cycle_Rider,Male,45
"200850AY2E003",Other_Vehicle_Occupant,Male,54
"200850B21C405",Motor_Cycle_Rider,Male,41
"200850B21C405",Motor_Cycle_Passenger,Female,32
"200850B31A330",Car_Driver,Male,39
"200850B31B555",Motor_Cycle_Rider,Male,30
"200850B71A176",Car_Passenger,Male,84
"200850BB2D004",Car_Driver,Male,23
"200850BD2J007",Motor_Cycle_Rider,Male,41
"200850BD2J008",Car_Driver,Male,45
"200850BL2K061",Pedestrian,Male,18
"200850BN2D026",Car_Driver,Male,83
"200850BS2G007",Car_Driver,Male,58
